incident_id,service_type,address,city,start_time,restoration_time,outage_duration_minutes,customers_affected,cause,weather_condition,crew_dispatched
825,Water Pipeline,North Bay Boulevard,Navotas City,4/27/2022 13:03,8/9/2023 1:35,551,4906,Pipe Burst,High Wind,Yes
826,Electric Grid,North Bay Boulevard,Navotas City,2/13/2026 22:35,10/31/2025 1:10,358,1952,Lightning,High Wind,Yes
827,Electric Grid,Ermita District,City of Manila,5/24/2025 2:43,5/27/2026 8:37,1210,555,Lightning,Heatwave,No
828,Water Pipeline,North Bay Boulevard,Navotas City,7/21/2022 22:17,1/12/2023 4:33,941,4462,Fallen Tree Branch,High Wind,Yes
829,Electric Grid,North Bay Boulevard,Navotas City,2/27/2023 7:49,8/20/2023 6:17,262,4323,Pipe Burst,High Wind,Yes
830,Electric Grid,North Bay Boulevard,Navotas City,5/22/2026 19:51,3/12/2024 20:58,1207,6218,Pipe Burst,Clear,No
831,Electric Grid,Ermita District,City of Manila,11/22/2024 0:49,10/15/2022 23:11,1022,7905,Pipe Burst,High Wind,Yes
832,Water Pipeline,Ermita District,City of Manila,6/13/2026 5:17,2/3/2025 18:20,901,5778,Lightning,Heavy Rain,Yes
833,Water Pipeline,Ermita District,City of Manila,3/23/2026 2:24,10/24/2026 13:09,346,7709,Equipment Age,Clear,Yes
834,Water Pipeline,North Bay Boulevard,Navotas City,7/22/2023 17:12,10/11/2026 9:53,309,5446,Pipe Burst,High Wind,No
835,Electric Grid,Ermita District,City of Manila,5/22/2022 20:17,9/17/2023 14:26,821,3035,Equipment Age,Heatwave,Yes
836,Electric Grid,North Bay Boulevard,Navotas City,4/27/2023 7:59,7/8/2023 4:23,768,558,Fallen Tree Branch,Heavy Rain,No
837,Water Pipeline,North Bay Boulevard,Navotas City,1/4/2025 15:08,4/22/2025 16:10,997,4804,Equipment Age,Clear,Yes
838,Electric Grid,North Bay Boulevard,Navotas City,7/8/2025 10:53,3/22/2022 9:43,960,1770,Lightning,High Wind,Yes
839,Electric Grid,Ermita District,City of Manila,11/18/2023 21:42,2/29/2024 21:11,1215,4227,Pipe Burst,High Wind,Yes
840,Water Pipeline,Ermita District,City of Manila,10/7/2023 23:10,5/30/2026 0:37,1296,8992,Equipment Age,Heatwave,Yes
841,Water Pipeline,Ermita District,City of Manila,3/1/2024 7:37,1/18/2025 11:19,521,1979,Pipe Burst,Heatwave,Yes
842,Water Pipeline,Ermita District,City of Manila,12/27/2024 18:51,4/16/2022 23:51,1174,5325,Pipe Burst,Heatwave,No
843,Electric Grid,Ermita District,City of Manila,4/26/2026 1:59,7/13/2024 14:35,861,2073,Equipment Age,Heavy Rain,No
844,Water Pipeline,Ermita District,City of Manila,3/12/2025 23:17,4/18/2023 12:19,1424,7469,Lightning,Heatwave,No
845,Water Pipeline,North Bay Boulevard,Navotas City,9/18/2026 17:04,2/27/2025 3:16,547,5535,Fallen Tree Branch,Heavy Rain,No
846,Water Pipeline,Ermita District,City of Manila,3/1/2023 23:56,7/25/2025 17:19,748,4259,Lightning,Heatwave,No
847,Electric Grid,North Bay Boulevard,Navotas City,1/11/2023 21:22,9/17/2024 17:44,1188,9182,Equipment Age,Heavy Rain,No
848,Electric Grid,Ermita District,City of Manila,5/22/2025 17:32,11/27/2023 12:59,631,8285,Lightning,Heatwave,No
849,Electric Grid,North Bay Boulevard,Navotas City,12/12/2024 23:30,6/24/2024 12:01,858,1063,Lightning,Heatwave,Yes
850,Water Pipeline,North Bay Boulevard,Navotas City,7/4/2025 23:43,5/10/2023 12:30,1313,5133,Fallen Tree Branch,Heavy Rain,No
851,Water Pipeline,Ermita District,City of Manila,8/24/2024 11:06,9/11/2024 4:40,418,3139,Lightning,Heatwave,No
852,Electric Grid,North Bay Boulevard,Navotas City,11/19/2025 9:08,4/12/2023 11:25,1004,3748,Equipment Age,Heavy Rain,Yes
853,Electric Grid,North Bay Boulevard,Navotas City,7/1/2022 20:38,5/25/2023 17:22,859,4806,Pipe Burst,High Wind,No
854,Water Pipeline,North Bay Boulevard,Navotas City,10/21/2022 21:20,1/7/2026 2:51,345,9991,Lightning,Clear,Yes
855,Electric Grid,Ermita District,City of Manila,2/14/2023 3:25,3/2/2024 23:26,1100,7060,Pipe Burst,Clear,No
856,Electric Grid,Ermita District,City of Manila,11/1/2025 14:25,12/15/2025 10:01,1157,7810,Fallen Tree Branch,Heavy Rain,Yes
857,Electric Grid,North Bay Boulevard,Navotas City,11/8/2022 4:45,12/18/2026 9:51,1251,6081,Lightning,Clear,No
858,Electric Grid,North Bay Boulevard,Navotas City,3/3/2024 0:51,3/26/2022 2:04,756,8286,Pipe Burst,High Wind,No
859,Water Pipeline,North Bay Boulevard,Navotas City,5/31/2022 18:10,1/17/2026 20:04,706,2244,Pipe Burst,Clear,No
860,Electric Grid,North Bay Boulevard,Navotas City,1/17/2023 12:51,2/18/2024 4:23,1141,6471,Lightning,Heavy Rain,No
861,Electric Grid,Ermita District,City of Manila,1/30/2026 0:53,12/28/2024 12:49,395,7175,Lightning,Clear,Yes
862,Water Pipeline,North Bay Boulevard,Navotas City,4/27/2023 16:29,9/30/2024 4:27,92,7598,Lightning,Heatwave,Yes
863,Water Pipeline,North Bay Boulevard,Navotas City,9/20/2023 13:19,3/16/2024 13:45,1387,8913,Fallen Tree Branch,Heavy Rain,Yes
864,Electric Grid,North Bay Boulevard,Navotas City,6/21/2022 1:09,11/30/2025 18:16,590,7258,Fallen Tree Branch,High Wind,Yes
865,Electric Grid,North Bay Boulevard,Navotas City,8/13/2025 11:18,12/2/2025 14:06,658,6990,Pipe Burst,High Wind,No
866,Water Pipeline,North Bay Boulevard,Navotas City,4/2/2025 6:32,10/21/2023 16:47,224,6279,Lightning,Clear,Yes
867,Water Pipeline,North Bay Boulevard,Navotas City,7/30/2026 21:18,2/16/2022 13:32,541,1457,Equipment Age,Heavy Rain,No
868,Water Pipeline,North Bay Boulevard,Navotas City,7/23/2025 4:52,3/29/2026 2:51,1328,8345,Lightning,Heatwave,No
869,Water Pipeline,Ermita District,City of Manila,7/2/2026 11:45,5/24/2023 11:49,347,2547,Pipe Burst,Heatwave,Yes
870,Electric Grid,Ermita District,City of Manila,9/8/2026 2:33,11/26/2025 21:29,751,1281,Lightning,High Wind,Yes
871,Electric Grid,North Bay Boulevard,Navotas City,3/10/2024 14:48,3/11/2025 15:51,666,7303,Fallen Tree Branch,Clear,Yes
872,Water Pipeline,North Bay Boulevard,Navotas City,3/3/2026 14:15,7/7/2024 16:45,1323,9471,Equipment Age,High Wind,Yes
873,Electric Grid,Ermita District,City of Manila,11/23/2026 9:06,2/16/2024 5:20,634,8006,Pipe Burst,Clear,No
874,Water Pipeline,Ermita District,City of Manila,7/13/2026 10:35,7/23/2025 14:25,129,5515,Pipe Burst,High Wind,Yes
875,Electric Grid,Ermita District,City of Manila,11/4/2024 20:56,7/4/2023 19:13,238,633,Pipe Burst,Clear,No
876,Electric Grid,North Bay Boulevard,Navotas City,1/25/2024 19:57,4/17/2025 0:38,900,9441,Fallen Tree Branch,High Wind,Yes
877,Water Pipeline,North Bay Boulevard,Navotas City,10/12/2025 3:28,6/12/2025 20:25,340,6399,Equipment Age,Heavy Rain,No
878,Water Pipeline,Ermita District,City of Manila,12/23/2023 1:30,7/8/2026 22:32,1235,4928,Fallen Tree Branch,Heavy Rain,Yes
879,Electric Grid,Ermita District,City of Manila,9/16/2024 17:50,8/21/2025 0:36,547,2547,Pipe Burst,Clear,No
880,Water Pipeline,Ermita District,City of Manila,7/6/2023 17:21,11/27/2023 13:03,1118,7439,Pipe Burst,Clear,No
881,Water Pipeline,Ermita District,City of Manila,10/14/2026 8:21,6/17/2025 22:35,856,1212,Fallen Tree Branch,Clear,Yes
882,Electric Grid,Ermita District,City of Manila,2/10/2024 11:51,6/12/2024 17:44,1159,4047,Lightning,Heatwave,Yes
883,Water Pipeline,Ermita District,City of Manila,5/16/2025 5:39,12/29/2023 4:09,821,6739,Lightning,Heatwave,No
884,Electric Grid,Ermita District,City of Manila,9/13/2024 22:28,6/19/2022 22:26,951,1495,Fallen Tree Branch,High Wind,No
885,Water Pipeline,North Bay Boulevard,Navotas City,7/26/2026 6:14,12/18/2023 17:53,1345,8117,Lightning,Heatwave,Yes
886,Water Pipeline,North Bay Boulevard,Navotas City,3/22/2026 23:11,8/15/2024 23:24,600,4518,Lightning,Heavy Rain,Yes
887,Water Pipeline,Ermita District,City of Manila,9/1/2024 16:05,3/20/2024 6:48,1229,1909,Lightning,Clear,No
888,Water Pipeline,Ermita District,City of Manila,6/26/2025 4:17,8/12/2023 0:29,1302,6967,Fallen Tree Branch,High Wind,Yes
889,Electric Grid,Ermita District,City of Manila,10/16/2026 3:13,4/22/2023 19:13,722,4222,Lightning,Heavy Rain,Yes
890,Water Pipeline,Ermita District,City of Manila,4/20/2025 4:55,1/10/2024 21:12,216,2541,Lightning,Heatwave,No
891,Water Pipeline,North Bay Boulevard,Navotas City,4/23/2026 1:49,2/2/2026 8:18,582,7097,Fallen Tree Branch,Heatwave,Yes
892,Water Pipeline,Ermita District,City of Manila,8/23/2024 12:46,3/21/2025 16:48,104,7097,Lightning,Clear,No
893,Water Pipeline,North Bay Boulevard,Navotas City,10/9/2026 18:24,7/21/2022 14:48,40,1885,Lightning,Heatwave,No
894,Water Pipeline,Ermita District,City of Manila,10/16/2026 4:37,2/17/2022 15:31,155,8493,Fallen Tree Branch,Heavy Rain,Yes
895,Water Pipeline,North Bay Boulevard,Navotas City,4/27/2023 7:13,11/29/2022 22:12,515,1312,Equipment Age,Heavy Rain,No
896,Water Pipeline,North Bay Boulevard,Navotas City,6/28/2026 6:24,5/19/2026 6:04,1208,1040,Pipe Burst,Heavy Rain,Yes
897,Water Pipeline,North Bay Boulevard,Navotas City,9/23/2025 1:44,7/30/2026 5:01,126,2451,Fallen Tree Branch,Clear,Yes
898,Water Pipeline,North Bay Boulevard,Navotas City,6/30/2025 21:56,6/25/2022 6:11,377,9143,Fallen Tree Branch,High Wind,Yes
899,Water Pipeline,North Bay Boulevard,Navotas City,8/8/2022 15:58,5/1/2026 14:56,127,8691,Pipe Burst,Clear,Yes
900,Electric Grid,Ermita District,City of Manila,12/23/2025 20:47,3/18/2025 17:37,634,2392,Lightning,Heavy Rain,Yes
901,Water Pipeline,North Bay Boulevard,Navotas City,11/7/2024 15:43,7/22/2024 11:23,224,1015,Fallen Tree Branch,Heatwave,No
902,Electric Grid,North Bay Boulevard,Navotas City,10/2/2022 12:39,4/9/2024 23:16,289,5779,Equipment Age,Heatwave,No
903,Water Pipeline,North Bay Boulevard,Navotas City,12/3/2024 16:19,3/23/2025 1:07,893,566,Fallen Tree Branch,Heatwave,No
904,Water Pipeline,North Bay Boulevard,Navotas City,7/25/2023 17:55,2/17/2025 5:09,1092,6874,Equipment Age,Heavy Rain,Yes
905,Water Pipeline,Ermita District,City of Manila,6/7/2023 5:21,12/1/2023 20:54,1100,4764,Equipment Age,High Wind,No
906,Electric Grid,Ermita District,City of Manila,3/27/2025 11:03,12/20/2025 17:28,1302,8801,Lightning,High Wind,No
907,Water Pipeline,Ermita District,City of Manila,2/14/2025 5:40,7/6/2026 1:54,960,6199,Fallen Tree Branch,Heatwave,No
908,Water Pipeline,North Bay Boulevard,Navotas City,11/23/2025 9:25,10/13/2024 14:54,1208,9450,Fallen Tree Branch,Clear,Yes
909,Electric Grid,North Bay Boulevard,Navotas City,5/18/2025 3:06,5/31/2025 1:18,112,5509,Lightning,Clear,Yes
910,Water Pipeline,Ermita District,City of Manila,6/11/2023 2:18,4/29/2026 19:15,833,1776,Equipment Age,Clear,No
911,Electric Grid,North Bay Boulevard,Navotas City,9/20/2024 8:34,1/30/2022 22:30,1017,8264,Pipe Burst,Heatwave,No
912,Water Pipeline,Ermita District,City of Manila,1/8/2026 12:05,8/17/2022 13:11,600,1356,Fallen Tree Branch,Heatwave,Yes
913,Water Pipeline,Ermita District,City of Manila,5/2/2025 10:58,6/1/2026 3:17,544,8612,Lightning,High Wind,No
914,Electric Grid,North Bay Boulevard,Navotas City,10/9/2024 21:39,1/25/2024 18:52,566,5169,Fallen Tree Branch,Heatwave,No
915,Electric Grid,North Bay Boulevard,Navotas City,9/7/2024 3:41,4/2/2023 10:11,1239,1788,Lightning,High Wind,Yes
916,Water Pipeline,Ermita District,City of Manila,8/21/2022 20:58,7/23/2023 10:17,764,3593,Lightning,Clear,Yes
917,Electric Grid,North Bay Boulevard,Navotas City,4/10/2025 7:46,5/3/2024 17:30,609,9851,Fallen Tree Branch,High Wind,No
918,Electric Grid,North Bay Boulevard,Navotas City,8/1/2023 0:32,5/27/2024 9:40,817,3432,Fallen Tree Branch,Heavy Rain,No
919,Electric Grid,North Bay Boulevard,Navotas City,12/12/2026 23:56,6/29/2022 21:42,1338,3881,Pipe Burst,Heatwave,Yes
920,Water Pipeline,Ermita District,City of Manila,8/16/2022 9:30,3/23/2024 10:50,282,7114,Lightning,High Wind,Yes
921,Water Pipeline,North Bay Boulevard,Navotas City,1/17/2022 17:23,9/14/2026 6:33,998,6138,Fallen Tree Branch,High Wind,No
922,Water Pipeline,Ermita District,City of Manila,6/10/2026 20:07,8/21/2025 7:30,744,1409,Fallen Tree Branch,Heavy Rain,No
923,Electric Grid,North Bay Boulevard,Navotas City,11/16/2024 10:11,9/30/2022 0:13,309,5402,Pipe Burst,High Wind,Yes
924,Water Pipeline,North Bay Boulevard,Navotas City,8/29/2026 20:38,2/24/2024 3:24,562,2712,Fallen Tree Branch,Heatwave,Yes
925,Water Pipeline,North Bay Boulevard,Navotas City,6/14/2025 22:17,4/28/2025 21:19,1207,477,Equipment Age,Heatwave,No
926,Water Pipeline,Ermita District,City of Manila,8/31/2023 20:09,3/25/2025 13:06,460,5887,Lightning,High Wind,No
927,Water Pipeline,Ermita District,City of Manila,5/25/2023 5:22,9/3/2026 6:16,266,6602,Fallen Tree Branch,Heatwave,Yes
928,Electric Grid,North Bay Boulevard,Navotas City,11/14/2024 23:15,11/25/2026 0:54,888,8971,Equipment Age,Clear,Yes
929,Electric Grid,Ermita District,City of Manila,9/26/2026 8:52,6/24/2024 5:22,433,5508,Lightning,Clear,No
930,Water Pipeline,Ermita District,City of Manila,8/13/2024 2:57,9/21/2025 1:45,358,1567,Fallen Tree Branch,Heavy Rain,Yes
931,Electric Grid,North Bay Boulevard,Navotas City,11/26/2023 22:47,6/21/2023 13:06,604,9315,Fallen Tree Branch,Clear,No
932,Electric Grid,Ermita District,City of Manila,12/5/2026 12:10,8/28/2026 10:51,580,800,Pipe Burst,High Wind,No
933,Water Pipeline,North Bay Boulevard,Navotas City,12/11/2022 5:31,8/27/2023 4:54,1154,6286,Equipment Age,Heatwave,Yes
934,Water Pipeline,North Bay Boulevard,Navotas City,1/19/2022 13:02,9/29/2026 4:46,316,9269,Lightning,Heatwave,No
935,Electric Grid,Ermita District,City of Manila,1/26/2023 12:14,2/18/2023 21:56,366,9267,Fallen Tree Branch,Clear,Yes
936,Water Pipeline,Ermita District,City of Manila,3/11/2023 0:50,7/11/2025 12:33,1090,3805,Lightning,High Wind,No
937,Electric Grid,North Bay Boulevard,Navotas City,1/25/2026 3:20,5/13/2022 12:32,1244,438,Lightning,Heavy Rain,Yes
938,Electric Grid,North Bay Boulevard,Navotas City,10/30/2022 10:37,9/10/2026 19:28,1289,4040,Lightning,High Wind,No
939,Electric Grid,Ermita District,City of Manila,8/17/2026 16:58,4/18/2024 18:15,246,2820,Pipe Burst,High Wind,No
940,Electric Grid,North Bay Boulevard,Navotas City,7/30/2022 20:02,7/11/2026 10:45,763,826,Lightning,Heatwave,Yes
941,Water Pipeline,North Bay Boulevard,Navotas City,1/14/2024 7:31,12/31/2023 21:28,140,3289,Lightning,Clear,Yes
942,Electric Grid,North Bay Boulevard,Navotas City,9/21/2023 6:12,4/29/2022 10:33,847,3525,Fallen Tree Branch,Clear,Yes
943,Water Pipeline,North Bay Boulevard,Navotas City,6/5/2023 8:44,10/6/2023 8:11,398,6030,Lightning,High Wind,Yes
944,Electric Grid,Ermita District,City of Manila,6/24/2026 3:13,3/10/2026 1:20,799,3007,Fallen Tree Branch,High Wind,No
945,Electric Grid,Ermita District,City of Manila,5/4/2025 11:52,12/31/2023 19:34,1060,2374,Fallen Tree Branch,Clear,No
946,Water Pipeline,Ermita District,City of Manila,4/12/2025 18:25,2/13/2022 15:49,528,1883,Fallen Tree Branch,Clear,No
947,Electric Grid,Ermita District,City of Manila,6/22/2026 5:31,1/29/2024 7:46,147,8711,Pipe Burst,Heatwave,No
948,Electric Grid,Ermita District,City of Manila,7/11/2026 10:44,3/24/2025 11:56,726,8351,Lightning,Heavy Rain,Yes
949,Water Pipeline,Ermita District,City of Manila,9/10/2025 4:55,9/6/2022 1:25,489,7956,Equipment Age,Heavy Rain,Yes
950,Electric Grid,North Bay Boulevard,Navotas City,1/3/2026 17:43,8/16/2022 21:49,697,6990,Equipment Age,High Wind,Yes
951,Electric Grid,North Bay Boulevard,Navotas City,6/5/2025 9:35,1/4/2022 7:18,1166,9136,Fallen Tree Branch,High Wind,No
952,Electric Grid,Ermita District,City of Manila,5/20/2024 20:22,3/21/2025 1:17,333,3227,Equipment Age,Clear,Yes
953,Electric Grid,North Bay Boulevard,Navotas City,10/22/2025 14:39,8/15/2025 3:33,987,4602,Equipment Age,Heatwave,Yes
954,Electric Grid,Ermita District,City of Manila,8/14/2026 6:08,11/21/2026 3:20,292,10000,Equipment Age,High Wind,No
955,Electric Grid,Ermita District,City of Manila,4/18/2024 4:02,3/6/2023 1:46,782,8147,Pipe Burst,Heavy Rain,Yes
956,Water Pipeline,North Bay Boulevard,Navotas City,7/22/2022 15:01,2/5/2024 14:08,183,8598,Equipment Age,Heatwave,Yes
957,Water Pipeline,Ermita District,City of Manila,9/5/2025 9:03,3/23/2024 7:16,1296,7952,Fallen Tree Branch,High Wind,No
958,Water Pipeline,Ermita District,City of Manila,4/13/2023 21:41,11/19/2022 6:33,879,4643,Lightning,Clear,No
959,Electric Grid,North Bay Boulevard,Navotas City,6/1/2025 17:10,12/11/2022 10:58,244,1511,Lightning,Heavy Rain,Yes
960,Electric Grid,North Bay Boulevard,Navotas City,4/20/2026 11:45,3/27/2023 8:41,341,9911,Pipe Burst,Heavy Rain,No
961,Water Pipeline,North Bay Boulevard,Navotas City,1/4/2023 15:33,1/3/2025 23:17,1283,5620,Fallen Tree Branch,Heatwave,No
962,Electric Grid,Ermita District,City of Manila,10/4/2024 19:24,5/15/2025 16:35,299,8658,Fallen Tree Branch,Heatwave,No
963,Water Pipeline,Ermita District,City of Manila,4/20/2025 20:36,4/11/2022 12:41,199,2708,Equipment Age,Clear,No
964,Electric Grid,Ermita District,City of Manila,3/16/2024 5:29,5/18/2025 5:10,870,2570,Equipment Age,Heatwave,Yes
965,Water Pipeline,North Bay Boulevard,Navotas City,10/30/2023 3:12,1/5/2023 2:36,1094,2685,Fallen Tree Branch,Clear,Yes
966,Electric Grid,Ermita District,City of Manila,6/1/2024 20:10,9/27/2023 21:59,209,83,Equipment Age,High Wind,Yes
967,Water Pipeline,Ermita District,City of Manila,6/12/2023 12:21,10/15/2024 19:58,881,2986,Pipe Burst,Clear,No
968,Electric Grid,Ermita District,City of Manila,4/16/2022 10:57,6/15/2024 21:50,1228,6128,Lightning,Heatwave,Yes
969,Electric Grid,North Bay Boulevard,Navotas City,6/2/2026 2:42,11/8/2025 17:28,485,7738,Equipment Age,High Wind,Yes
970,Water Pipeline,Ermita District,City of Manila,8/1/2026 21:21,11/9/2023 3:52,1126,6616,Equipment Age,Heavy Rain,Yes
971,Water Pipeline,North Bay Boulevard,Navotas City,12/7/2026 12:20,11/7/2024 1:02,1162,2809,Lightning,High Wind,No
972,Electric Grid,Ermita District,City of Manila,10/27/2022 14:32,5/30/2024 20:30,286,3977,Fallen Tree Branch,Heavy Rain,Yes
973,Electric Grid,North Bay Boulevard,Navotas City,9/20/2026 4:52,5/5/2022 15:57,874,1060,Lightning,High Wind,No
974,Electric Grid,Ermita District,City of Manila,5/1/2023 3:09,12/23/2025 15:03,45,6485,Fallen Tree Branch,Heatwave,Yes
975,Electric Grid,Ermita District,City of Manila,2/25/2025 10:49,10/23/2025 14:56,1082,7974,Lightning,Heavy Rain,Yes
976,Water Pipeline,Ermita District,City of Manila,1/9/2026 1:55,7/6/2026 20:49,966,7248,Fallen Tree Branch,Heavy Rain,No
977,Water Pipeline,Ermita District,City of Manila,2/11/2026 3:23,11/6/2026 11:41,592,580,Fallen Tree Branch,Heavy Rain,No
978,Water Pipeline,North Bay Boulevard,Navotas City,2/9/2023 8:24,7/2/2024 23:28,943,391,Equipment Age,Heavy Rain,No
979,Electric Grid,North Bay Boulevard,Navotas City,11/1/2023 12:28,4/22/2024 13:21,945,6582,Fallen Tree Branch,Clear,No
980,Electric Grid,Ermita District,City of Manila,1/21/2023 8:29,4/21/2025 15:20,669,6790,Equipment Age,Clear,Yes
981,Electric Grid,Ermita District,City of Manila,8/14/2026 3:10,12/8/2022 18:18,132,8328,Lightning,Clear,Yes
982,Water Pipeline,Ermita District,City of Manila,2/27/2022 18:04,4/21/2025 4:07,533,6399,Lightning,High Wind,Yes
983,Water Pipeline,North Bay Boulevard,Navotas City,3/27/2025 16:18,10/5/2023 23:19,1040,5735,Equipment Age,Heavy Rain,Yes
984,Electric Grid,North Bay Boulevard,Navotas City,12/8/2023 18:00,2/13/2023 8:23,828,1863,Lightning,Heavy Rain,No
985,Water Pipeline,North Bay Boulevard,Navotas City,8/19/2023 1:05,12/27/2026 20:05,459,9123,Pipe Burst,Clear,Yes
986,Electric Grid,North Bay Boulevard,Navotas City,3/29/2025 7:26,7/15/2023 22:33,993,3938,Fallen Tree Branch,Heatwave,No
987,Electric Grid,Ermita District,City of Manila,5/27/2022 9:34,11/11/2026 13:07,660,9703,Pipe Burst,High Wind,Yes
988,Water Pipeline,Ermita District,City of Manila,9/28/2023 9:13,1/24/2024 2:43,289,1946,Pipe Burst,Heavy Rain,No
989,Electric Grid,North Bay Boulevard,Navotas City,10/21/2025 19:14,7/4/2023 21:21,1360,7783,Pipe Burst,Heavy Rain,Yes
990,Electric Grid,North Bay Boulevard,Navotas City,10/11/2023 12:39,3/12/2024 8:38,466,4873,Equipment Age,Heavy Rain,No
991,Water Pipeline,Ermita District,City of Manila,10/22/2022 19:47,9/22/2023 14:28,1337,6048,Fallen Tree Branch,Heatwave,Yes
992,Electric Grid,North Bay Boulevard,Navotas City,6/15/2024 11:08,7/18/2023 0:57,520,4669,Lightning,Heatwave,Yes
993,Electric Grid,Ermita District,City of Manila,7/13/2023 13:01,1/13/2022 4:34,115,1376,Fallen Tree Branch,Clear,Yes
994,Electric Grid,North Bay Boulevard,Navotas City,2/16/2022 3:56,4/30/2022 15:45,61,7292,Lightning,High Wind,No
995,Water Pipeline,North Bay Boulevard,Navotas City,12/16/2026 5:17,9/7/2023 2:38,817,5940,Equipment Age,High Wind,Yes
996,Water Pipeline,Ermita District,City of Manila,1/11/2022 6:52,9/27/2026 23:30,262,9875,Lightning,Heatwave,No
997,Water Pipeline,Ermita District,City of Manila,9/21/2024 3:47,1/10/2024 22:09,1204,8248,Pipe Burst,Heavy Rain,Yes
998,Water Pipeline,North Bay Boulevard,Navotas City,8/26/2026 13:59,12/20/2024 18:10,1174,2624,Lightning,Clear,No
999,Electric Grid,North Bay Boulevard,Navotas City,9/13/2026 18:42,10/25/2023 6:33,954,7169,Lightning,Heavy Rain,Yes
1000,Water Pipeline,North Bay Boulevard,Navotas City,7/3/2022 21:23,7/3/2023 14:04,67,9566,Fallen Tree Branch,Clear,Yes
